epoch,c1_accuracy,c1_loss,c2_accuracy,c2_loss,c3_accuracy,c3_loss,c4_accuracy,c4_loss,loss
0,0.02578125,4.0153966,0.03125,4.012973,0.02578125,4.019107,0.03046875,4.003065,16.044274154001734
0,0.9947917,0.015199493,1.0,0.0033553615,0.984375,0.033883575,1.0,0.0053258897,0.05746502085670906
